Time,Temperature,Pressure,Sea.pressure,Depth
2018-09-08 12:36:24.500,18.49927494,10.04153312,-0.090967884,-0.090408932
2018-09-08 12:36:25.000,18.49667611,10.04343345,-0.089067551,-0.088520275
2018-09-08 12:36:25.500,18.49411404,10.04153372,-0.090967282,-0.090408333
2018-09-08 12:36:26.000,18.49189259,10.04128629,-0.091214711,-0.090654242
2018-09-08 12:36:26.500,18.48957167,10.04326938,-0.089231621,-0.088683337
2018-09-08 12:36:27.000,18.48760182,10.04252663,-0.089974366,-0.089421518
2018-09-08 12:36:27.500,18.48534389,10.04244462,-0.090056377,-0.089503026
2018-09-08 12:36:28.000,18.48321699,10.04219846,-0.090302538,-0.089747674
2018-09-08 12:36:28.500,18.48080727,10.0425286,-0.089972401,-0.089419565
2018-09-08 12:36:29.000,18.47871715,10.03988536,-0.092615639,-0.092046562
2018-09-08 12:36:29.500,18.47648567,10.04096116,-0.09153984,-0.090977373
2018-09-08 12:36:30.000,18.47421234,10.0415392,-0.090961798,-0.090402883
2018-09-08 12:36:30.500,18.47198098,10.04054885,-0.091952147,-0.091387146
2018-09-08 12:36:31.000,18.46976015,10.042615,-0.089885999,-0.089333694
2018-09-08 12:36:31.500,18.46710991,10.03997151,-0.092529491,-0.091960943
2018-09-08 12:36:32.000,18.4650254,10.04286352,-0.089637476,-0.089086699
2018-09-08 12:36:32.500,18.46283096,10.04113019,-0.091370808,-0.09080938
2018-09-08 12:36:33.000,18.4608932,10.04121304,-0.091287957,-0.090727038
2018-09-08 12:36:33.500,18.45886645,10.04269983,-0.089801166,-0.089249382
2018-09-08 12:36:34.000,18.45675597,10.04162803,-0.090872971,-0.090314602
2018-09-08 12:36:34.500,18.45479741,10.04096649,-0.091534514,-0.09097208
2018-09-08 12:36:35.000,18.45260325,10.04113292,-0.091368082,-0.090806671
2018-09-08 12:36:35.500,18.45070763,10.04138125,-0.09111975,-0.090559864
2018-09-08 12:36:36.000,18.44859679,10.04080844,-0.091692562,-0.091129157
2018-09-08 12:36:36.500,18.44545563,10.04154768,-0.090953318,-0.090394455
2018-09-08 12:36:37.000,18.44415185,10.04022624,-0.092274755,-0.091707773
2018-09-08 12:36:37.500,18.44200511,10.04097008,-0.091530916,-0.090968504
2018-09-08 12:36:38.000,18.43984272,10.04245844,-0.090042555,-0.089489288
2018-09-08 12:36:38.500,18.43786887,10.04237605,-0.090124947,-0.089571174
2018-09-08 12:36:39.000,18.43574847,10.0416338,-0.090867201,-0.090308867
2018-09-08 12:36:39.500,18.43391608,10.03989863,-0.092602372,-0.092033377
2018-09-08 12:36:40.000,18.43213608,10.04196468,-0.090536319,-0.089980018
2018-09-08 12:36:40.500,18.43014671,10.04386587,-0.088635127,-0.088090508
2018-09-08 12:36:41.000,18.42818357,10.04246104,-0.090039955,-0.089486704
2018-09-08 12:36:41.500,18.42627806,10.04221446,-0.090286544,-0.089731778
2018-09-08 12:36:42.000,18.42432549,10.0416361,-0.090864903,-0.090306583
2018-09-08 12:36:42.500,18.42250906,10.04048161,-0.092019385,-0.091453972
2018-09-08 12:36:43.000,18.42045189,10.04287676,-0.08962424,-0.089073543
2018-09-08 12:36:43.500,18.4185675,10.04205186,-0.090449139,-0.089893374
2018-09-08 12:36:44.000,18.41651567,10.03924309,-0.093257908,-0.092684884
2018-09-08 12:36:44.500,18.41468895,10.04172206,-0.090778944,-0.090221153
2018-09-08 12:36:45.000,18.41295125,10.03990486,-0.092596143,-0.092027186
2018-09-08 12:36:45.500,18.41126069,10.04378765,-0.088713349,-0.08816825
2018-09-08 12:36:46.000,18.40942886,10.04387128,-0.088629721,-0.088085135
2018-09-08 12:36:46.500,18.40771744,10.0410636,-0.091437396,-0.090875559
2018-09-08 12:36:47.000,18.40585953,10.04007146,-0.092429536,-0.091861603
2018-09-08 12:36:47.500,18.40428949,10.04172558,-0.090775425,-0.090217655
2018-09-08 12:36:48.000,18.40236885,10.04048735,-0.092013647,-0.091448268
2018-09-08 12:36:48.500,18.40067329,10.04098281,-0.091518187,-0.090955853
2018-09-08 12:36:49.000,18.39873704,10.04156179,-0.090939209,-0.090380433
2018-09-08 12:36:49.500,18.39683747,10.04197513,-0.090525872,-0.089969635
2018-09-08 12:36:50.000,18.3950112,10.0414798,-0.091021205,-0.090461925
2018-09-08 12:36:50.500,18.3930123,10.0422228,-0.090278205,-0.08972349
2018-09-08 12:36:51.000,18.39139019,10.04181166,-0.090689339,-0.090132098
2018-09-08 12:36:51.500,18.38942277,10.04214239,-0.090358615,-0.089803406
2018-09-08 12:36:52.000,18.3876019,10.04032511,-0.092175894,-0.091609518
2018-09-08 12:36:52.500,18.38603222,10.04272131,-0.089779685,-0.089228034
2018-09-08 12:36:53.000,18.38455152,10.04305229,-0.089448707,-0.088899089
2018-09-08 12:36:53.500,18.38280925,10.04230925,-0.090191755,-0.089637571
2018-09-08 12:36:54.000,18.38117165,10.04123616,-0.091264844,-0.090704067
2018-09-08 12:36:54.500,18.3796021,10.04239348,-0.090107524,-0.089553858
2018-09-08 12:36:55.000,18.37790702,10.04214472,-0.090356284,-0.08980109
2018-09-08 12:36:55.500,18.37622243,10.04165057,-0.090850429,-0.090292198
2018-09-08 12:36:56.000,18.37461113,10.04305505,-0.089445948,-0.088896348
2018-09-08 12:36:56.500,18.37292138,10.04173395,-0.090767054,-0.090209335
2018-09-08 12:36:57.000,18.3712369,10.04255983,-0.089941171,-0.089388527
2018-09-08 12:36:57.500,18.36970417,10.03966989,-0.092831112,-0.092260711
2018-09-08 12:36:58.000,18.36801453,10.04173515,-0.090765849,-0.090208138
2018-09-08 12:36:58.500,18.36644523,10.04231338,-0.090187617,-0.089633458
2018-09-08 12:36:59.000,18.36479751,10.04214881,-0.090352194,-0.089797024
2018-09-08 12:36:59.500,18.36330674,10.03967206,-0.09282894,-0.092258552
2018-09-08 12:37:00.000,18.36157016,10.04239736,-0.090103639,-0.089549997
2018-09-08 12:37:00.500,18.36007945,10.04049843,-0.092002565,-0.091437255
2018-09-08 12:37:01.000,18.35837955,10.04215137,-0.090349625,-0.089794472
2018-09-08 12:37:01.500,18.35662215,10.04421611,-0.088284885,-0.087742419
2018-09-08 12:37:02.000,18.35492756,10.03934245,-0.093158554,-0.092586141
2018-09-08 12:37:02.500,18.35331145,10.04124291,-0.091258091,-0.090697355
2018-09-08 12:37:03.000,18.35158032,10.04215271,-0.090348293,-0.089793148
2018-09-08 12:37:03.500,18.34982307,10.04372167,-0.088779331,-0.088233826
2018-09-08 12:37:04.000,18.34815477,10.04149216,-0.091008838,-0.090449634
2018-09-08 12:37:04.500,18.34667477,10.0409955,-0.091505504,-0.090943248
2018-09-08 12:37:05.000,18.34511635,10.04041855,-0.092082452,-0.091516651
2018-09-08 12:37:05.500,18.34347429,10.04446844,-0.088032557,-0.087491641
2018-09-08 12:37:06.000,18.34182181,10.04207257,-0.090428434,-0.089872796
2018-09-08 12:37:06.500,18.34035239,10.04223829,-0.090262715,-0.089708095
